Lemma,Sense,SuperSense,POS_Tag,Definition,Examples,Head,Amod/Comp,Gender
vargas,vargas.n.01,noun.person,n,Brazilian statesman who ruled Brazil as a virtual dictator (1883-1954),[],statesman,,PPN
vargas_llosa,vargas_llosa.n.01,noun.person,n,Peruvian writer (born in 1936),[],writer,,PPN
variation,mutant.n.01,noun.person,n,(biology) an organism that has characteristics resulting from chromosomal alteration,[],biology,,
varlet,rogue.n.01,noun.person,n,a deceitful and unreliable scoundrel,[],scoundrel,,N
varlet,page.n.06,noun.person,n,in medieval times a youth acting as a knight's attendant as the first stage in training for knighthood,[],times,,
varmint,vermin.n.01,noun.person,n,an irritating or obnoxious person,[],person,,N
varnisher,varnisher.n.01,noun.person,n,someone who applies a finishing coat of varnish,[],someone,,N
varro,varro.n.01,noun.person,n,Roman scholar (116-27 BC),[],scholar,,PPN
varuna,varuna.n.01,noun.person,n,"in Vedism, god of the night sky who with his thousand eyes watches over human conduct and judges good and evil and punishes evildoers; often considered king of the Hindu gods and frequently paired with Mitra as an upholder of the world",[],Vedism,,
vasarely,vasarely.n.01,noun.person,n,French painter (born in Hungary) who was a pioneer of op art (1908-1997),[],painter,,PPN
vasari,vasari.n.01,noun.person,n,Italian painter and art historian (1511-1574),[],painter,,PPN
vasco_da_gamma,da_gamma.n.01,noun.person,n,Portuguese navigator who led an expedition around the Cape of Good Hope in 1497; he sighted and named Natal on Christmas Day before crossing the Indian Ocean (1469-1524),[],navigator,,PPN
vasco_nunez_de_balboa,balboa.n.02,noun.person,n,Spanish explorer who in 1513 crossed the Isthmus of Darien and became the first European to see the eastern shores of the Pacific Ocean (1475-1519),[],explorer,,PPN
vaslav_nijinsky,nijinsky.n.01,noun.person,n,Russian dancer considered by many to be the greatest dancer of the 20th century (1890-1950),[],considered,,PPN
vassal,vassal.n.01,noun.person,n,a person holding a fief; a person who owes allegiance and service to a feudal lord,[],person,,N
vaticinator,prophet.n.01,noun.person,n,an authoritative person who divines the future,[],person,,N
vaudevillian,vaudevillian.n.01,noun.person,n,a performer who works in vaudeville,[],performer,,N
vaughan,vaughan.n.01,noun.person,n,United States jazz singer noted for her complex bebop phrasing and scat singing (1924-1990),[],noted,,PPN
vaughan_williams,vaughan_williams.n.01,noun.person,n,English composer influenced by folk tunes and music of the Tudor period (1872-1958),[],influenced,,PPN
vaulter,vaulter.n.01,noun.person,n,an athlete who jumps over a high crossbar with the aid of a long pole,[],athlete,,N
vaunter,bragger.n.01,noun.person,n,a very boastful and talkative person,[],person,,N
vaux,vaux.n.01,noun.person,n,United States landscape architect (born in England) who designed Central Park (1824-1895),[],architect,,PPN
vayu,vayu.n.01,noun.person,n,Hindu wind god,[],wind,,
veblen,veblen.n.01,noun.person,n,United States economist who wrote about conspicuous consumption (1857-1929),[],economist,,PPN
veblen,veblen.n.02,noun.person,n,United States mathematician (1880-1960),[],mathematician,,PPN
vedist,vedist.n.01,noun.person,n,a scholar of or an authority on the Vedas,[],scholar,,N
vega,vega.n.01,noun.person,n,prolific Spanish playwright (1562-1635),[],playwright,,PPN
vegan,vegan.n.01,noun.person,n,a strict vegetarian; someone who eats no animal or dairy products at all,[],vegetarian,,N
vegetarian,vegetarian.n.01,noun.person,n,eater of fruits and grains and nuts; someone who eats no meat or fish or (often) any animal products,[],eater,,N
velazquez,velazquez.n.01,noun.person,n,Spanish painter (1599-1660),[],painter,,PPN
vendee,buyer.n.01,noun.person,n,a person who buys,[],person,,N
vender,seller.n.01,noun.person,n,someone who promotes or exchanges goods or services for money,[],someone,,N
vendor,seller.n.01,noun.person,n,someone who promotes or exchanges goods or services for money,[],someone,,N
venerator,venerator.n.01,noun.person,n,someone who regards with deep respect or reverence,[],someone,,N
venn,venn.n.01,noun.person,n,English logician who introduced Venn diagrams (1834-1923),[],logician,,PPN
venter,venter.n.01,noun.person,n,a speaker who expresses or gives vent to a personal opinion or grievance,[],speaker,,N
ventner,ventner.n.01,noun.person,n,"United States geneticist who published the complete base sequences for all the genes of a free-living organism, the influenza bacterium; later led team that developed a first draft of the entire human genome (born in 1946)",[],geneticist,,PPN
ventriloquist,ventriloquist.n.01,noun.person,n,a performer who projects the voice into a wooden dummy,[],performer,,N
venture_capitalist,venture_capitalist.n.01,noun.person,n,a speculator who makes money available for innovative projects (especially in high technology),[],speculator,,N
venturer,venturer.n.01,noun.person,n,a merchant who undertakes a trading venture (especially a venture that sends goods overseas),[],merchant,,
venturer,adventurer.n.01,noun.person,n,a person who enjoys taking risks,[],person,,N
venturi,venturi.n.01,noun.person,n,United States architect (born in 1925),[],architect,,PPN
venus,venus.n.02,noun.person,n,goddess of love; counterpart of Greek Aphrodite,[],goddess,,F
veps,veps.n.01,noun.person,n,a member of a Finnish people of Russia,[],member,,N
vepse,veps.n.01,noun.person,n,a member of a Finnish people of Russia,[],member,,N
vepsian,veps.n.01,noun.person,n,a member of a Finnish people of Russia,[],member,,N
verbaliser,speaker.n.01,noun.person,n,someone who expresses in language; someone who talks (especially someone who delivers a public speech or someone especially garrulous),"['the speaker at commencement', 'an utterer of useful maxims']",someone,,N
verbalizer,speaker.n.01,noun.person,n,someone who expresses in language; someone who talks (especially someone who delivers a public speech or someone especially garrulous),"['the speaker at commencement', 'an utterer of useful maxims']",someone,,N
verdandi,verdandi.n.01,noun.person,n,goddess of fate: an elf who personified the present,[],goddess,,F
verdi,verdi.n.01,noun.person,n,Italian operatic composer (1813-1901),[],composer,,PPN
verger,verger.n.01,noun.person,n,a church officer who takes care of the interior of the building and acts as an attendant (carries the verge) during ceremonies,[],officer,,N
vergil,virgil.n.01,noun.person,n,a Roman poet; author of the epic poem `Aeneid' (70-19 BC),[],poet,,
verifier,voucher.n.01,noun.person,n,someone who vouches for another or for the correctness of a statement,[],someone,,N
verlaine,verlaine.n.01,noun.person,n,French symbolist poet (1844-1896),[],poet,,PPN
vermeer,vermeer.n.01,noun.person,n,Dutch painter renowned for his use of light (1632-1675),[],painter,,PPN
vermin,vermin.n.01,noun.person,n,an irritating or obnoxious person,[],person,,N
vermonter,vermonter.n.01,noun.person,n,a native or resident of Vermont,[],a,,
verne,verne.n.01,noun.person,n,French writer who is considered the father of science fiction (1828-1905),[],writer,,PPN
verner,verner.n.01,noun.person,n,Danish philologist (1846-1896),[],philologist,,PPN
vernier,vernier.n.01,noun.person,n,French mathematician who described the vernier scale (1580-1637),[],mathematician,,PPN
veronese,veronese.n.01,noun.person,n,Italian painter of the Venetian school (1528-1588),[],painter,,PPN
verrazano,verrazano.n.01,noun.person,n,Florentine navigator who explored the eastern coast of North America (circa 1485-1528),[],navigator,,PPN
verrazzano,verrazano.n.01,noun.person,n,Florentine navigator who explored the eastern coast of North America (circa 1485-1528),[],navigator,,PPN
versace,versace.n.01,noun.person,n,Italian fashion designer (1946-1997),[],designer,,PPN
versifier,rhymer.n.01,noun.person,n,a writer who composes rhymes; a maker of poor verses (usually used as terms of contempt for minor or inferior poets),[],writer,,
verthandi,verdandi.n.01,noun.person,n,goddess of fate: an elf who personified the present,[],goddess,,F
verwoerd,verwoerd.n.01,noun.person,n,South African statesman who instituted the policy of apartheid (1901-1966),[],statesman,,PPN
very_important_person,very_important_person.n.01,noun.person,n,an important or influential (and often overbearing) person,[],person,,N
vesalius,vesalius.n.01,noun.person,n,a Flemish surgeon who is considered the father of modern anatomy (1514-1564),[],surgeon,,PPN
vesey,vesey.n.01,noun.person,n,United States freed slave and insurrectionist in South Carolina who was involved in planning an uprising of slaves and was hanged (1767-1822),[],freed,,PPN
vespasian,vespasian.n.01,noun.person,n,Emperor of Rome and founder of the Flavian dynasty who consolidated Roman rule in Germany and Britain and reformed the army and brought prosperity to the empire; began the construction of the Colosseum (9-79),[],began,,
vespucci,vespucci.n.01,noun.person,n,Florentine navigator who explored the coast of South America; America was named in his honor (1454-1512),[],navigator,,PPN
vesta,vesta.n.01,noun.person,n,(Roman mythology) goddess of the hearth and its fire whose flame was tended by vestal virgins; counterpart of Greek Hestia,[],mythology,,PPN
vestal_virgin,vestal_virgin.n.01,noun.person,n,(Roman mythology) one of the virgin priestesses consecrated to the Roman goddess Vesta and to maintaining the sacred fire in her temple,[],mythology,,PPN
vestris,vestris.n.01,noun.person,n,Italian dancing-master for Louis XVI who was considered the greatest dancer of his day; he was the first to discard the mask in mime (1729-1808),[],master,,PPN
vestryman,vestryman.n.01,noun.person,n,a man who is a member of a church vestry,[],man,,M
vestrywoman,vestrywoman.n.01,noun.person,n,a woman who is a member of a church vestry,[],woman,,F
vet,veterinarian.n.01,noun.person,n,a doctor who practices veterinary medicine,[],doctor,,N
vet,veteran.n.02,noun.person,n,a person who has served in the armed forces,[],person,,N
veteran_soldier,veteran.n.01,noun.person,n,a serviceman who has seen considerable active service,['the veterans laughed at the new recruits'],serviceman,,N
veterinarian,veterinarian.n.01,noun.person,n,a doctor who practices veterinary medicine,[],doctor,,N
veterinary_surgeon,veterinarian.n.01,noun.person,n,a doctor who practices veterinary medicine,[],doctor,,N
vexer,tease.n.01,noun.person,n,someone given to teasing (as by mocking or stirring curiosity),[],someone,,N
vibist,vibist.n.01,noun.person,n,a musician who plays the vibraphone,[],musician,,N
vibraphonist,vibist.n.01,noun.person,n,a musician who plays the vibraphone,[],musician,,N
vicar,vicar.n.01,noun.person,n,a Roman Catholic priest who acts for another higher-ranking clergyman,[],priest,,N
vicar,vicar.n.02,noun.person,n,(Episcopal Church) a clergyman in charge of a chapel,[],Church,,
vicar,vicar.n.03,noun.person,n,(Church of England) a clergyman appointed to act as priest of a parish,[],Church,,
vicar-general,vicar-general.n.01,noun.person,n,(Roman Catholic Church) an administrative deputy who assists a bishop,[],Church,,
vicar_apostolic,vicar_apostolic.n.01,noun.person,n,a titular Roman Catholic bishop in a non-Catholic area,[],bishop,,N
vicar_of_christ,pope.n.01,noun.person,n,the head of the Roman Catholic Church,[],head,,N
vice-regent,vice-regent.n.01,noun.person,n,a regent's deputy,[],deputy,,
vice_admiral,vice_admiral.n.01,noun.person,n,an admiral ranking below a full admiral and above a rear admiral,[],admiral,,N
vice_chairman,vice_chairman.n.01,noun.person,n,one ranking below or serving in the place of a chairman,[],one,,N
vice_chancellor,vice_chancellor.n.01,noun.person,n,a deputy or assistant to someone bearing the title of chancellor,[],deputy,,N
vice_president,vice_president.n.01,noun.person,n,an executive officer ranking immediately below a president; may serve in the president's place under certain circumstances,[],serve,,
vice_president_of_the_united_states,vice_president_of_the_united_states.n.01,noun.person,n,the vice president of the United States who presides over the United States Senate,[],president,,N
vicegerent,vicegerent.n.01,noun.person,n,someone appointed by a ruler as an administrative deputy,[],appointed,,
vicereine,vicereine.n.01,noun.person,n,wife of a viceroy,[],wife,,F
vicereine,viceroy.n.01,noun.person,n,governor of a country or province who rules as the representative of his or her king or sovereign,[],governor,,N
viceroy,viceroy.n.01,noun.person,n,governor of a country or province who rules as the representative of his or her king or sovereign,[],governor,,N
vicomte_de_chateaubriand,chateaubriand.n.01,noun.person,n,French statesman and writer; considered a precursor of the romantic movement in France (1768-1848),[],statesman,,PPN
vicomte_ferdinand_marie_de_lesseps,lesseps.n.01,noun.person,n,French diplomat who supervised the construction of the Suez Canal (1805-1894),[],diplomat,,PPN
victim,victim.n.01,noun.person,n,an unfortunate person who suffers from some adverse circumstance,[],person,,N
victim,victim.n.02,noun.person,n,a person who is tricked or swindled,[],person,,N
victimiser,victimizer.n.01,noun.person,n,a person who victimizes others,"['I thought we were partners, not victim and victimizer']",person,,N
victimizer,victimizer.n.01,noun.person,n,a person who victimizes others,"['I thought we were partners, not victim and victimizer']",person,,N
victor,victor.n.01,noun.person,n,a combatant who is able to defeat rivals,[],combatant,,N
victor,winner.n.01,noun.person,n,the contestant who wins the contest,[],contestant,,N
victor-marie_hugo,hugo.n.01,noun.person,n,French poet and novelist and dramatist; leader of the romantic movement in France (1802-1885),[],poet,,PPN
victor_emanuel_ii,victor_emanuel_ii.n.01,noun.person,n,king of Italy who completed the unification of Italy by acquiring Venice and Rome (1820-1878),[],king,,PPN
victor_emanuel_iii,victor_emanuel_iii.n.01,noun.person,n,king of Italy who appointed Mussolini prime minister; he abdicated in 1946 and the monarchy was abolished (1869-1947),[],king,,PPN
victor_franz_hess,hess.n.04,noun.person,n,United States physicist (born in Austria) who was a discoverer of cosmic radiation (1883-1964),[],physicist,,PPN
victor_herbert,herbert.n.01,noun.person,n,United States musician and composer and conductor noted for his comic operas (1859-1924),[],noted,,PPN
victor_hess,hess.n.04,noun.person,n,United States physicist (born in Austria) who was a discoverer of cosmic radiation (1883-1964),[],physicist,,PPN
victor_horta,horta.n.01,noun.person,n,Belgian architect and leader in art nouveau architecture (1861-1947),[],architect,,PPN
victor_hugo,hugo.n.01,noun.person,n,French poet and novelist and dramatist; leader of the romantic movement in France (1802-1885),[],poet,,PPN
victoria,victoria.n.01,noun.person,n,queen of Great Britain and Ireland and empress of India from 1837 to 1901; the last Hanoverian ruler of England (1819-1901),[],queen,,PPN
victoria,victoria.n.02,noun.person,n,(Roman mythology) goddess of victory; counterpart of Greek Nike,[],mythology,,PPN
victoria_clafin_woodhull,woodhull.n.01,noun.person,n,United States advocate of women's suffrage; in 1872 she was the first woman to run for the United States presidency (1838-1927),[],advocate,,PPN
victualer,victualer.n.01,noun.person,n,an innkeeper (especially British),[],innkeeper,,
victualer,sutler.n.01,noun.person,n,a supplier of victuals or supplies to an army,[],supplier,,N
victualler,victualer.n.01,noun.person,n,an innkeeper (especially British),[],innkeeper,,
victualler,sutler.n.01,noun.person,n,a supplier of victuals or supplies to an army,[],supplier,,N
vidal,vidal.n.01,noun.person,n,United States writer (born in 1925),[],writer,,PPN
vidar,vitharr.n.01,noun.person,n,(Norse mythology) one of the Aesir; son of Odin; avenges his parent by slaying Fenrir at Ragnarok,[],mythology,,PPN
